PROCEDURE_CODE,CPT4_CODE,CPT4_DESCRIPTION
12655,57295,Revision (including removal) of prosthetic vaginal graft; vaginal approach
12658,57300,Closure of rectovaginal fistula; vaginal or transanal approach
12659,57305,Closure of rectovaginal fistula; abdominal approach
12660,57307,"Closure of rectovaginal fistula; abdominal approach, with concomitant colostomy"
12661,57308,"Closure of rectovaginal fistula; transperineal approach, with perineal body reconstruction, with or without levator plication"
12662,57310,Closure of urethrovaginal fistula;
12664,57320,Closure of vesicovaginal fistula; vaginal approach
12666,57330,Closure of vesicovaginal fistula; transvesical and vaginal approach
12667,57335,Vaginoplasty for intersex state
12669,57400,Dilation of vagina under anesthesia
12671,57410,Pelvic examination under anesthesia
12672,57415,Removal of impacted vaginal foreign body (separate procedure) under anesthesia
12674,57420,"Colposcopy of the entire vagina, with cervix if present;"
12675,57421,"Colposcopy of the entire vagina, with cervix if present; with biopsy(s) of vagina/cervix"
12676,57425,"Laparoscopy, surgical, colpopexy (suspension of vaginal apex)"
12680,57452,Colposcopy of the cervix including upper/adjacent vagina;
12681,57454,Colposcopy of the cervix including upper/adjacent vagina; with biopsy(s) of the cervix and endocervical curettage
12682,57455,Colposcopy of the cervix including upper/adjacent vagina; with biopsy(s) of the cervix
12683,57456,Colposcopy of the cervix including upper/adjacent vagina; with endocervical curettage
12685,57460,Colposcopy of the cervix including upper/adjacent vagina; with loop electrode biopsy(s) of the cervix
12686,57461,Colposcopy of the cervix including upper/adjacent vagina; with loop electrode conization of the cervix
12695,57500,"Biopsy, single or multiple, or local excision of lesion, with or without fulguration (separate procedure)"
12696,57505,Endocervical curettage (not done as part of a dilation and curettage)
12698,57510,Cautery of cervix; electro or thermal
12699,57511,"Cautery of cervix; cryocautery, initial or repeat"
12700,57513,Cautery of cervix; laser ablation
12702,57520,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; cold knife or laser"
12703,57522,"Conization of cervix, with or without fulguration, with or without dilation and curettage, with or without repair; loop electrode excision"
12706,57530,"Trachelectomy (cervicectomy), amputation of cervix (separate procedure)"
12707,57531,"Radical trachelectomy, with bilateral total pelvic lymphadenectomy and para-aortic lymph node sampling biopsy, with or without removal of tube(s), with or without removal of ovary(s)"
12710,57545,"Excision of cervical stump, abdominal approach; with pelvic floor repair"
12711,57550,"Excision of cervical stump, vaginal approach;"
12712,57555,"Excision of cervical stump, vaginal approach; with anterior and/or posterior repair"
12714,57558,Dilation and curettage of cervical stump
12724,57700,"Cerclage of uterine cervix, nonobstetrical"
12729,57720,"Trachelorrhaphy, plastic repair of uterine cervix, vaginal approach"
12734,57800,"Dilation of cervical canal, instrumental (separate procedure)"
12794,58100,"Endometrial sampling (biopsy) with or without endocervical sampling (biopsy), without cervical dilation, any method (separate procedure)"
12795,58110,Endometrial sampling (biopsy) performed in conjunction with colposcopy (List separately in addition to code for primary procedure)
12796,58120,"Dilation and curettage, diagnostic and/or therapeutic (nonobstetrical)"
12798,58140,"Myomectomy, excision of fibroid tumor(s) of uterus, 1 to 4 intramural myoma(s) with total weight of 250 g or less and/or removal of surface myomas; abdominal approach"
12799,58145,"Myomectomy, excision of fibroid tumor(s) of uterus, 1 to 4 intramural myoma(s) with total weight of 250 g or less and/or removal of surface myomas; vaginal approach"
12800,58146,"Myomectomy, excision of fibroid tumor(s) of uterus, 5 or more intramural myomas and/or intramural myomas with total weight greater than 250 g, abdominal approach"
12802,58150,"Total abdominal hysterectomy (corpus and cervix), with or without removal of tube(s), with or without removal of ovary(s);"
12803,58152,"Total abdominal hysterectomy (corpus and cervix), with or without removal of tube(s), with or without removal of ovary(s); with colpo-urethrocystopexy (eg, Marshall-Marchetti-Krantz, Burch)"
12807,58180,"Supracervical abdominal hysterectomy (subtotal hysterectomy), with or without removal of tube(s), with or without removal of ovary(s)"
12811,58200,"Total abdominal hysterectomy, including partial vaginectomy, with para-aortic and pelvic lymph node sampling, with or without removal of tube(s), with or without removal of ovary(s)"
12813,58210,"Radical abdominal hysterectomy, with bilateral total pelvic lymphadenectomy and para-aortic lymph node sampling (biopsy), with or without removal of tube(s), with or without removal of ovary(s)"
12816,58240,"Pelvic exenteration for gynecologic malignancy, with total abdominal hysterectomy or cervicectomy, with or without removal of tube(s), with or without removal of ovary(s), with removal of bladder and ureteral transplantations, and/or abdominoperineal resection of rectum and colon and colostomy, or any combination thereof"
12820,58260,"Vaginal hysterectomy, for uterus 250 g or less;"
12821,58262,"Vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s), and/or ovary(s)"
12822,58263,"Vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s), and/or ovary(s), with repair of enterocele"
12823,58267,"Vaginal hysterectomy, for uterus 250 g or less; with colpo-urethrocystopexy (Marshall-Marchetti-Krantz type, Pereyra type) with or without endoscopic control"
12824,58270,"Vaginal hysterectomy, for uterus 250 g or less; with repair of enterocele"
12825,58275,"Vaginal hysterectomy, with total or partial vaginectomy;"
12828,58280,"Vaginal hysterectomy, with total or partial vaginectomy; with repair of enterocele"
12829,58285,"Vaginal hysterectomy, radical (Schauta type operation)"
12831,58290,"Vaginal hysterectomy, for uterus greater than 250 g;"
12832,58291,"Vaginal hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)"
12833,58292,"Vaginal hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s), with repair of enterocele"
12834,58293,"Vaginal hysterectomy, for uterus greater than 250 g; with colpo-urethrocystopexy (Marshall-Marchetti-Krantz type, Pereyra type) with or without endoscopic control"
12838,58300,Insertion of intrauterine device (IUD)
12839,58301,Removal of intrauterine device (IUD)
12840,58321,Artificial insemination; intra-cervical
12841,58322,Artificial insemination; intra-uterine
12844,58340,Catheterization and introduction of saline or contrast material for saline infusion sonohysterography (SIS) or hysterosalpingography
12845,58345,"Transcervical introduction of fallopian tube catheter for diagnosis and/or re-establishing patency (any method), with or without hysterosalpingography"
12846,58346,Insertion of Heyman capsules for clinical brachytherapy
12847,58350,"Chromotubation of oviduct, including materials"
12848,58353,"Endometrial ablation, thermal, without hysteroscopic guidance"
12849,58356,"Endometrial cryoablation with ultrasonic guidance, including endometrial curettage, when performed"
12851,58400,"Uterine suspension, with or without shortening of round ligaments, with or without shortening of sacrouterine ligaments; (separate procedure)"
12852,58410,"Uterine suspension, with or without shortening of round ligaments, with or without shortening of sacrouterine ligaments; with presacral sympathectomy"
12856,58520,"Hysterorrhaphy, repair of ruptured uterus (nonobstetrical)"
12857,58540,"Hysteroplasty, repair of uterine anomaly (Strassman type)"
12858,58541,"Laparoscopy, surgical, supracervical hysterectomy, for uterus 250 g or less;"
12859,58542,"Laparoscopy, surgical, supracervical hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)"
12860,58543,"Laparoscopy, surgical, supracervical hysterectomy, for uterus greater than 250 g;"
12861,58544,"Laparoscopy, surgical, supracervical hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)"
12862,58545,"Laparoscopy, surgical, myomectomy, excision; 1 to 4 intramural myomas with total weight of 250 g or less and/or removal of surface myomas"
12863,58546,"Laparoscopy, surgical, myomectomy, excision; 5 or more intramural myomas and/or intramural myomas with total weight greater than 250 g"
12864,58548,"Laparoscopy, surgical, with radical hysterectomy, with bilateral total pelvic lymphadenectomy and para-aortic lymph node sampling (biopsy), with removal of tube(s) and ovary(s), if performed"
12865,58550,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less;"
12866,58552,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)"
12867,58553,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus greater than 250 g;"
12868,58554,"Laparoscopy, surgical, with vaginal hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)"
12869,58555,"Hysteroscopy, diagnostic (separate procedure)"
12870,58558,"Hysteroscopy, surgical; with sampling (biopsy) of endometrium and/or polypectomy, with or without D & C"
12871,58559,"Hysteroscopy, surgical; with lysis of intrauterine adhesions (any method)"
12872,58560,"Hysteroscopy, surgical; with division or resection of intrauterine septum (any method)"
12873,58561,"Hysteroscopy, surgical; with removal of leiomyomata"
12874,58562,"Hysteroscopy, surgical; with removal of impacted foreign body"
12875,58563,"Hysteroscopy, surgical; with endometrial ablation (eg, endometrial resection, electrosurgical ablation, thermoablation)"
12876,58565,"Hysteroscopy, surgical; with bilateral fallopian tube cannulation to induce occlusion by placement of permanent implants"
12877,58578,"Unlisted laparoscopy procedure, uterus"
12878,58579,"Unlisted hysteroscopy procedure, uterus"
12881,58600,"Ligation or transection of fallopian tube(s), abdominal or vaginal approach, unilateral or bilateral"
12882,58605,"Ligation or transection of fallopian tube(s), abdominal or vaginal approach, postpartum, unilateral or bilateral, during same hospitalization (separate procedure)"
12884,58611,Ligation or transection of fallopian tube(s) when done at the time of cesarean delivery or intra-abdominal surgery (not a separate procedure) (List separately in addition to code for primary procedure)
12885,58615,"Occlusion of fallopian tube(s) by device (eg, band, clip, Falope ring) vaginal or suprapubic approach"
12890,58660,"Laparoscopy, surgical; with lysis of adhesions (salpingolysis, ovariolysis) (separate procedure)"
12891,58661,"Laparoscopy, surgical; with removal of adnexal structures (partial or total oophorectomy and/or salpingectomy)"
